Image,Class,Parent,X,Y,Layer,Nearest_Distance
A22-312CD34NEUN.svs,Neuron,Layer1,4145.3,1658.1,Layer1,67.35465833927165
A22-312CD34NEUN.svs,Neuron,Layer1,4005.4,1713.8,Layer1,36.235341863986875
A22-312CD34NEUN.svs,Neuron,Layer1,3991.1,1720.9,Layer1,39.27569222814547
A22-312CD34NEUN.svs,Neuron,Layer1,3994.6,1734.3,Layer1,28.943565778943224
A22-312CD34NEUN.svs,Neuron,Layer1,4007.2,1756.7,Layer1,16.940188900954222
A22-312CD34NEUN.svs,Neuron,Layer1,3999.8,1767.7,Layer1,29.769279467262987
A22-312CD34NEUN.svs,Neuron,Layer1,5560.8,917.41,Layer1,16.262622789697925
A22-312CD34NEUN.svs,Neuron,Layer1,5477.1,924.2,Layer1,48.409008459169556
A22-312CD34NEUN.svs,Neuron,Layer1,5562.6,937.97,Layer1,11.477112006075743
A22-312CD34NEUN.svs,Neuron,Layer1,5385.0,940.22,Layer1,62.2830506638844
A22-312CD34NEUN.svs,Neuron,Layer1,5540.4,943.85,Layer1,17.51767393234647
A22-312CD34NEUN.svs,Neuron,Layer1,5556.4,946.5,Layer1,15.205012331464879
A22-312CD34NEUN.svs,Neuron,Layer1,5379.4,973.18,Layer1,28.911630877555137
A22-312CD34NEUN.svs,Neuron,Layer1,5246.0,978.3,Layer1,43.96547395400169
A22-312CD34NEUN.svs,Neuron,Layer1,5155.8,991.74,Layer1,52.283593028788495
A22-312CD34NEUN.svs,Neuron,Layer1,5126.1,999.73,Layer1,81.40024569987452
A22-312CD34NEUN.svs,Neuron,Layer1,5487.8,1006.9,Layer1,28.178360491696175
A22-312CD34NEUN.svs,Neuron,Layer1,5473.8,1005.2,Layer1,40.526164387960165
A22-312CD34NEUN.svs,Neuron,Layer1,5156.2,1017.5,Layer1,54.35633265775037
A22-312CD34NEUN.svs,Neuron,Layer1,5122.2,1015.6,Layer1,72.41332750260828
A22-312CD34NEUN.svs,Neuron,Layer1,5332.6,1018.2,Layer1,47.35704804989434
A22-312CD34NEUN.svs,Neuron,Layer1,5139.0,1027.9,Layer1,74.14247702902843
A22-312CD34NEUN.svs,Neuron,Layer1,5405.8,1029.4,Layer1,26.340273347100876
A22-312CD34NEUN.svs,Neuron,Layer1,5227.1,1027.8,Layer1,34.39989680217098
A22-312CD34NEUN.svs,Neuron,Layer1,5092.2,1031.0,Layer1,42.48588000736245
A22-312CD34NEUN.svs,Neuron,Layer1,5312.0,1038.4,Layer1,74.58532027148541
A22-312CD34NEUN.svs,Neuron,Layer1,5230.9,1041.9,Layer1,48.40224065061444
A22-312CD34NEUN.svs,Neuron,Layer1,5334.3,1053.2,Layer1,66.73290043149646
A22-312CD34NEUN.svs,Neuron,Layer1,5038.8,1053.3,Layer1,38.03682426281091
A22-312CD34NEUN.svs,Neuron,Layer1,5058.2,1052.2,Layer1,22.72993620756534
A22-312CD34NEUN.svs,Neuron,Layer1,5433.9,1053.7,Layer1,21.53346233191495
A22-312CD34NEUN.svs,Neuron,Layer1,5069.7,1056.4,Layer1,13.228000604777506
A22-312CD34NEUN.svs,Neuron,Layer1,5262.7,1067.5,Layer1,87.56118375170577
A22-312CD34NEUN.svs,Neuron,Layer1,5058.4,1080.1,Layer1,18.601075237738275
A22-312CD34NEUN.svs,Neuron,Layer1,5243.1,1076.7,Layer1,69.22716229920209
A22-312CD34NEUN.svs,Neuron,Layer1,5351.4,1077.9,Layer1,65.19202405202648
A22-312CD34NEUN.svs,Neuron,Layer1,5335.1,1078.5,Layer1,80.8223360216709
A22-312CD34NEUN.svs,Neuron,Layer1,5026.0,1081.1,Layer1,28.8721318921897
A22-312CD34NEUN.svs,Neuron,Layer1,5047.7,1089.5,Layer1,32.81234523773018
A22-312CD34NEUN.svs,Neuron,Layer1,4851.3,1104.9,Layer1,19.163767896736843
A22-312CD34NEUN.svs,Neuron,Layer1,5017.7,1117.5,Layer1,21.181359729724367
A22-312CD34NEUN.svs,Neuron,Layer1,4910.7,1120.5,Layer1,22.881652038260302
A22-312CD34NEUN.svs,Neuron,Layer1,5062.2,1121.4,Layer1,45.5580947801814
A22-312CD34NEUN.svs,Neuron,Layer1,5146.9,1138.7,Layer1,36.34184915493502
A22-312CD34NEUN.svs,Neuron,Layer1,5119.6,1140.8,Layer1,63.62554518430469
A22-312CD34NEUN.svs,Neuron,Layer1,4852.0,1147.0,Layer1,29.75315109362368
A22-312CD34NEUN.svs,Neuron,Layer1,4945.1,1188.1,Layer1,34.26908227542669
A22-312CD34NEUN.svs,Neuron,Layer1,4933.9,1192.3,Layer1,45.30706346696965
A22-312CD34NEUN.svs,Neuron,Layer1,4817.6,1287.0,Layer1,57.74703455589753
A22-312CD34NEUN.svs,Neuron,Layer1,4611.8,1294.0,Layer1,32.944347011285394
A22-312CD34NEUN.svs,Neuron,Layer1,5811.0,883.5,Layer1,54.111813867213684
A22-312CD34NEUN.svs,Neuron,Layer1,5780.9,887.07,Layer1,70.95614208791226
A22-312CD34NEUN.svs,Neuron,Layer1,5726.6,891.74,Layer1,111.77833242627992
A22-312CD34NEUN.svs,Neuron,Layer1,6248.7,902.73,Layer1,74.30483766216066
A22-312CD34NEUN.svs,Neuron,Layer1,5945.3,910.51,Layer1,44.50440989385213
A22-312CD34NEUN.svs,Neuron,Layer1,6295.1,919.53,Layer1,25.024326164753994
A22-312CD34NEUN.svs,Neuron,Layer1,5734.3,973.07,Layer1,45.237803881266906
A22-312CD34NEUN.svs,Neuron,Layer1,5592.3,978.63,Layer1,61.2273835795718
A22-312CD34NEUN.svs,Neuron,Layer1,5564.4,984.33,Layer1,53.87005197695656
A22-312CD34NEUN.svs,Neuron,Layer1,6031.8,1005.7,Layer1,20.201643497498242
A22-312CD34NEUN.svs,Neuron,Layer1,5666.2,1006.4,Layer1,75.75097359110309
A22-312CD34NEUN.svs,Neuron,Layer1,6327.0,1055.7,Layer1,56.11773338259502
A22-312CD34NEUN.svs,Neuron,Layer1,5684.1,1062.5,Layer1,50.142297514174096
A22-312CD34NEUN.svs,Neuron,Layer1,6434.2,1073.3,Layer1,16.080111939908313
A22-312CD34NEUN.svs,Neuron,Layer1,6466.0,1113.4,Layer1,64.674260722485
A22-312CD34NEUN.svs,Neuron,Layer1,6575.6,1117.8,Layer1,68.3685600257895
A22-312CD34NEUN.svs,Neuron,Layer1,6825.9,1133.5,Layer1,26.096934685897697
A22-312CD34NEUN.svs,Neuron,Layer1,6633.8,1133.9,Layer1,82.99644570703016
A22-312CD34NEUN.svs,Neuron,Layer1,6659.1,1136.9,Layer1,60.18388488623833
A22-312CD34NEUN.svs,Neuron,Layer1,6678.9,1144.7,Layer1,47.96269383593924
A22-312CD34NEUN.svs,Neuron,Layer1,6878.4,1152.4,Layer1,19.592090240706582
A22-312CD34NEUN.svs,Neuron,Layer1,6904.9,1152.0,Layer1,34.28410710518805
A22-312CD34NEUN.svs,Neuron,Layer1,6769.4,1167.8,Layer1,73.21290869785157
A22-312CD34NEUN.svs,Neuron,Layer1,6760.5,1169.6,Layer1,70.67856818017735
A22-312CD34NEUN.svs,Neuron,Layer1,6795.6,1172.6,Layer1,55.458543074984725
A22-312CD34NEUN.svs,Neuron,Layer1,7312.8,1183.5,Layer1,101.57962394102492
A22-312CD34NEUN.svs,Neuron,Layer1,6854.6,1183.8,Layer1,23.342022191746512
A22-312CD34NEUN.svs,Neuron,Layer1,7148.3,1192.0,Layer1,26.52112365643625
A22-312CD34NEUN.svs,Neuron,Layer1,6961.1,1197.5,Layer1,32.520762598684115
A22-312CD34NEUN.svs,Neuron,Layer1,7206.5,1202.1,Layer1,57.104290556840134
A22-312CD34NEUN.svs,Neuron,Layer1,7198.5,1234.9,Layer1,76.64111168296053
A22-312CD34NEUN.svs,Neuron,Layer1,7425.7,1303.8,Layer1,113.96424878004557
A22-312CD34NEUN.svs,Neuron,Layer1,7453.6,1319.9,Layer1,82.02688583629147
A22-312CD34NEUN.svs,Neuron,Layer1,7955.3,1485.0,Layer1,95.15445339026414
A22-312CD34NEUN.svs,Neuron,Layer1,7937.2,1496.9,Layer1,92.12453527698229
A22-312CD34NEUN.svs,Neuron,Layer1,7908.4,1505.4,Layer1,104.23214475390965
A22-312CD34NEUN.svs,Neuron,Layer1,7963.6,1509.9,Layer1,68.90812724200204
A22-312CD34NEUN.svs,Neuron,Layer1,8047.7,1518.6,Layer1,60.73631533110985
A22-312CD34NEUN.svs,Neuron,Layer1,7892.1,1521.7,Layer1,107.93516572461381
A22-312CD34NEUN.svs,Neuron,Layer1,8084.9,1575.8,Layer1,19.520758181996932
A22-312CD34NEUN.svs,Neuron,Layer1,8053.8,1579.9,Layer1,12.033287165192544
A22-312CD34NEUN.svs,Neuron,Layer1,8033.8,1590.6,Layer1,34.522021957005386
A22-312CD34NEUN.svs,Neuron,Layer1,8059.2,1589.4,Layer1,14.132586458253101
A22-312CD34NEUN.svs,Neuron,Layer1,7923.0,1621.9,Layer1,78.40057397749057
A22-312CD34NEUN.svs,Neuron,Layer1,8030.9,1623.2,Layer1,57.900777196856346
A22-312CD34NEUN.svs,Neuron,Layer1,7936.8,1624.3,Layer1,69.50863255740218
A22-312CD34NEUN.svs,Neuron,Layer1,8189.5,1644.4,Layer1,28.65274855925683
A22-312CD34NEUN.svs,Neuron,Layer1,7964.3,1676.6,Layer1,57.87270513808733
A22-312CD34NEUN.svs,Neuron,Layer1,7984.5,1697.0,Layer1,29.37771264070778
A22-312CD34NEUN.svs,Neuron,Layer1,8052.3,1702.3,Layer1,54.35476060107337
A22-312CD34NEUN.svs,Neuron,Layer1,8032.3,1720.1,Layer1,31.016124838541646
A22-312CD34NEUN.svs,Neuron,Layer1,8039.8,1726.7,Layer1,38.90514104845273
A22-312CD34NEUN.svs,Neuron,Layer1,8310.1,1744.9,Layer1,60.207972893961475
A22-312CD34NEUN.svs,Neuron,Layer1,8175.4,1776.9,Layer1,48.53339056773225
A22-312CD34NEUN.svs,Neuron,Layer1,10232.4,1268.3,Layer1,33.567841753678906
A22-312CD34NEUN.svs,Neuron,Layer1,10193.6,1308.8,Layer1,8.19999999999999
A22-312CD34NEUN.svs,Neuron,Layer1,10527.8,1372.1,Layer1,100.01804837128147
A22-312CD34NEUN.svs,Neuron,Layer1,10615.3,1392.7,Layer1,84.9077146082736
A22-312CD34NEUN.svs,Neuron,Layer1,10299.4,1395.7,Layer1,91.94155752433109
A22-312CD34NEUN.svs,Neuron,Layer1,10229.0,1450.1,Layer1,33.1802652189526
A22-312CD34NEUN.svs,Neuron,Layer1,10176.9,1479.3,Layer1,56.134570453509276
A22-312CD34NEUN.svs,Neuron,Layer1,10273.1,1479.3,Layer1,21.976350925483157
A22-312CD34NEUN.svs,Neuron,Layer1,9890.7,1486.4,Layer1,3.8288379438150537
A22-312CD34NEUN.svs,Neuron,Layer1,9792.0,1488.5,Layer1,65.10499212810049
A22-312CD34NEUN.svs,Neuron,Layer1,9740.9,1489.6,Layer1,54.237994063202684
A22-312CD34NEUN.svs,Neuron,Layer1,10089.5,1516.4,Layer1,32.704892600343264
A22-312CD34NEUN.svs,Neuron,Layer1,10107.7,1532.4,Layer1,22.621449997733926
A22-312CD34NEUN.svs,Neuron,Layer1,10058.4,1555.6,Layer1,18.085353189805737
A22-312CD34NEUN.svs,Neuron,Layer1,9871.6,1646.1,Layer1,65.51953907041776
A22-312CD34NEUN.svs,Neuron,Layer1,9698.7,1765.0,Layer1,16.194134740701646
A22-312CD34NEUN.svs,Neuron,Layer1,9679.0,1781.0,Layer1,18.866372200293448
A22-312CD34NEUN.svs,Neuron,Layer1,11566.4,1019.2,Layer1,95.16060109099774
A22-312CD34NEUN.svs,Neuron,Layer1,11613.8,1027.5,Layer1,47.048591902415474
A22-312CD34NEUN.svs,Neuron,Layer1,10853.7,1090.0,Layer1,46.422623794868294
A22-312CD34NEUN.svs,Neuron,Layer1,10764.6,1111.1,Layer1,0.8602325267042997
A22-312CD34NEUN.svs,Neuron,Layer1,11064.5,1151.2,Layer1,19.831288409985316
A22-312CD34NEUN.svs,Neuron,Layer1,11646.3,1163.0,Layer1,48.711497616066055
A22-312CD34NEUN.svs,Neuron,Layer1,11585.0,1181.8,Layer1,17.397988389466335
A22-312CD34NEUN.svs,Neuron,Layer1,11499.6,1194.6,Layer1,78.83349541914296
A22-312CD34NEUN.svs,Neuron,Layer1,10883.5,1201.7,Layer1,36.33414372184943
A22-312CD34NEUN.svs,Neuron,Layer1,11288.4,1202.7,Layer1,38.44216435113871
A22-312CD34NEUN.svs,Neuron,Layer1,11429.3,1205.4,Layer1,105.61027412141348
A22-312CD34NEUN.svs,Neuron,Layer1,10845.5,1256.9,Layer1,59.48193002921103
A22-312CD34NEUN.svs,Neuron,Layer1,10926.7,1261.0,Layer1,106.97887641960031
A22-312CD34NEUN.svs,Neuron,Layer1,10998.3,1277.0,Layer1,91.77461522665264
A22-312CD34NEUN.svs,Neuron,Layer1,10973.7,1283.7,Layer1,115.12779855447567
A22-312CD34NEUN.svs,Neuron,Layer1,10873.0,1293.7,Layer1,68.56967259656479
A22-312CD34NEUN.svs,Neuron,Layer1,10816.3,1291.9,Layer1,29.13434399467392
A22-312CD34NEUN.svs,Neuron,Layer1,10931.5,1297.5,Layer1,123.81732512051848
A22-312CD34NEUN.svs,Neuron,Layer1,10759.0,1302.4,Layer1,46.320621757485334
A22-312CD34NEUN.svs,Neuron,Layer1,10750.7,1321.2,Layer1,59.10685239462365
A22-312CD34NEUN.svs,Neuron,Layer1,10819.1,1327.3,Layer1,11.640017182118775
A22-312CD34NEUN.svs,Neuron,Layer1,10786.4,1340.0,Layer1,30.588396492787666
A22-312CD34NEUN.svs,Neuron,Layer1,10836.9,1340.9,Layer1,34.04071092089625
A22-312CD34NEUN.svs,Neuron,Layer1,10798.5,1348.7,Layer1,30.565503431155665
A22-312CD34NEUN.svs,Neuron,Layer1,10696.5,1366.6,Layer1,63.47613724857542
A22-312CD34NEUN.svs,Neuron,Layer1,12571.6,850.07,Layer1,29.25491411711901
A22-312CD34NEUN.svs,Neuron,Layer1,12600.5,851.14,Layer1,46.838028353038375
A22-312CD34NEUN.svs,Neuron,Layer1,12488.1,852.71,Layer1,28.894637910865058
A22-312CD34NEUN.svs,Neuron,Layer1,12527.6,853.56,Layer1,23.433727829775684
A22-312CD34NEUN.svs,Neuron,Layer1,12466.6,949.19,Layer1,37.83186487605398
A22-312CD34NEUN.svs,Neuron,Layer1,12650.9,976.86,Layer1,52.9260956428862
A22-312CD34NEUN.svs,Neuron,Layer1,11724.2,979.63,Layer1,76.9893687466
A22-312CD34NEUN.svs,Neuron,Layer1,12627.1,980.6,Layer1,38.59455920204301
A22-312CD34NEUN.svs,Neuron,Layer1,11822.2,983.88,Layer1,10.757490413661252
A22-312CD34NEUN.svs,Neuron,Layer1,12114.1,1031.3,Layer1,73.40367838194413
A22-312CD34NEUN.svs,Neuron,Layer1,11807.4,1133.4,Layer1,35.08917211904517
A22-312CD34NEUN.svs,Neuron,Layer1,11739.9,1149.2,Layer1,89.71510463684504
A22-312CD34NEUN.svs,Neuron,Layer1,11640.7,1154.9,Layer1,40.3001240692881
A22-312CD34NEUN.svs,Neuron,Layer1,13439.8,766.3,Layer1,12.020153909163692
A22-312CD34NEUN.svs,Neuron,Layer1,13560.9,777.55,Layer1,24.07405242164248
A22-312CD34NEUN.svs,Neuron,Layer1,12766.3,830.13,Layer1,34.10005278588312
A22-312CD34NEUN.svs,Neuron,Layer1,13675.6,853.35,Layer1,62.68221119265014
A22-312CD34NEUN.svs,Neuron,Layer1,13514.7,899.13,Layer1,97.44533647127506
A22-312CD34NEUN.svs,Neuron,Layer1,13474.9,900.84,Layer1,123.22926965619901
A22-312CD34NEUN.svs,Neuron,Layer1,13124.4,908.59,Layer1,16.664261159739212
A22-312CD34NEUN.svs,Neuron,Layer1,12950.6,954.31,Layer1,91.41974622585677
A22-312CD34NEUN.svs,Neuron,Layer1,14128.7,780.92,Layer1,107.44603296539259
A22-312CD34NEUN.svs,Neuron,Layer1,14413.1,803.56,Layer1,80.49232509997447
A22-312CD34NEUN.svs,Neuron,Layer1,14391.4,805.72,Layer1,85.17682548674837
A22-312CD34NEUN.svs,Neuron,Layer1,14424.7,805.5,Layer1,77.24630994422961
A22-312CD34NEUN.svs,Neuron,Layer1,13839.0,811.44,Layer1,31.070772439706413
A22-312CD34NEUN.svs,Neuron,Layer1,14621.0,811.68,Layer1,41.97452679900062
A22-312CD34NEUN.svs,Neuron,Layer1,14349.0,833.17,Layer1,93.14746427037046
A22-312CD34NEUN.svs,Neuron,Layer1,14389.2,842.15,Layer1,56.03901230392907
A22-312CD34NEUN.svs,Neuron,Layer1,13970.1,844.7,Layer1,51.326831189935135
A22-312CD34NEUN.svs,Neuron,Layer1,14404.4,856.67,Layer1,35.05381719584901
A22-312CD34NEUN.svs,Neuron,Layer1,14069.1,861.87,Layer1,98.82404818666386
A22-312CD34NEUN.svs,Neuron,Layer1,14555.7,894.12,Layer1,63.20356714616603
A22-312CD34NEUN.svs,Neuron,Layer1,14822.4,887.52,Layer1,62.3803847375118
A22-312CD34NEUN.svs,Neuron,Layer1,14766.6,942.18,Layer1,71.92305332784368
A22-312CD34NEUN.svs,Neuron,Layer1,15145.2,996.76,Layer1,65.24853714835407
A22-312CD34NEUN.svs,Neuron,Layer1,14863.4,1012.5,Layer1,13.870832707519549
A22-312CD34NEUN.svs,Neuron,Layer1,15232.7,1067.7,Layer1,11.359577456929362
A22-312CD34NEUN.svs,Neuron,Layer1,15284.0,1092.8,Layer1,23.1276890328455
A22-312CD34NEUN.svs,Neuron,Layer1,15271.6,1104.7,Layer1,10.742439201596438
A22-312CD34NEUN.svs,Neuron,Layer1,15226.5,1155.0,Layer1,63.95701681598353
A22-312CD34NEUN.svs,Neuron,Layer1,15577.2,1403.8,Layer1,122.23133804389118
A22-312CD34NEUN.svs,Neuron,Layer1,15442.2,1414.4,Layer1,17.557334649655605
A22-312CD34NEUN.svs,Neuron,Layer1,15695.9,1510.0,Layer1,49.52908236581868
A22-312CD34NEUN.svs,Neuron,Layer1,15706.4,1511.2,Layer1,42.294680516585444
A22-312CD34NEUN.svs,Neuron,Layer1,15687.9,1524.1,Layer1,46.79850424960252
A22-312CD34NEUN.svs,Neuron,Layer1,15712.6,1530.2,Layer1,23.345235059857504
A22-312CD34NEUN.svs,Neuron,Layer1,15571.8,1563.2,Layer1,116.86560657439087
A22-312CD34NEUN.svs,Neuron,Layer1,15715.7,1660.2,Layer1,26.30931394012455
A22-312CD34NEUN.svs,Neuron,Layer1,15733.2,1555.5,Layer1,9.489467845986022
A22-312CD34NEUN.svs,Neuron,Layer1,15773.8,1595.1,Layer1,46.076892256313755
A22-312CD34NEUN.svs,Neuron,Layer1,15799.9,1631.9,Layer1,16.86564555538845
A22-312CD34NEUN.svs,Neuron,Layer1,19320.7,1754.8,Layer1,11.415778554265717
A22-312CD34NEUN.svs,Neuron,Layer1,1477.5,1784.9,Layer1,114.01508672101245
A22-312CD34NEUN.svs,Neuron,Layer1,1417.3,1793.6,Layer1,80.75208975624102
A22-312CD34NEUN.svs,Neuron,Layer1,1407.5,1797.7,Layer1,71.02175722973908
A22-312CD34NEUN.svs,Neuron,Layer1,1378.6,1801.3,Layer1,52.59847906546349
A22-312CD34NEUN.svs,Neuron,Layer1,1399.0,1804.1,Layer1,60.613199882533905
A22-312CD34NEUN.svs,Neuron,Layer1,1363.1,1800.6,Layer1,49.996199855589104
A22-312CD34NEUN.svs,Neuron,Layer1,1428.9,1808.8,Layer1,80.53632720704375
A22-312CD34NEUN.svs,Neuron,Layer1,1445.1,1820.7,Layer1,87.3862689442684
A22-312CD34NEUN.svs,Neuron,Layer1,1343.6,1823.8,Layer1,31.334485794408774
A22-312CD34NEUN.svs,Neuron,Layer1,1421.9,1831.6,Layer1,64.72109393389465
A22-312CD34NEUN.svs,Neuron,Layer1,1469.5,1832.5,Layer1,67.87812607902494
A22-312CD34NEUN.svs,Neuron,Layer1,1338.5,1845.6,Layer1,22.05130381632798
A22-312CD34NEUN.svs,Neuron,Layer1,1252.4,1852.3,Layer1,56.16636003872785
A22-312CD34NEUN.svs,Neuron,Layer1,1402.2,1861.3,Layer1,43.56007346182973
A22-312CD34NEUN.svs,Neuron,Layer1,1112.8,1861.8,Layer1,55.604496221079195
A22-312CD34NEUN.svs,Neuron,Layer1,1080.5,1870.4,Layer1,57.51956188984753
A22-312CD34NEUN.svs,Neuron,Layer1,1111.8,1874.5,Layer1,47.97551458817308
A22-312CD34NEUN.svs,Neuron,Layer1,1363.6,1876.3,Layer1,26.049952015310833
A22-312CD34NEUN.svs,Neuron,Layer1,1137.2,1877.7,Layer1,28.15759222660909
A22-312CD34NEUN.svs,Neuron,Layer1,1267.3,1880.4,Layer1,40.13676618762417
A22-312CD34NEUN.svs,Neuron,Layer1,1468.6,1902.2,Layer1,14.985659811967011
A22-312CD34NEUN.svs,Neuron,Layer1,1317.9,1909.2,Layer1,27.065845636151757
A22-312CD34NEUN.svs,Neuron,Layer1,1151.6,1912.4,Layer1,10.124228365658418
A22-312CD34NEUN.svs,Neuron,Layer1,1351.2,1916.2,Layer1,34.42455518957353
A22-312CD34NEUN.svs,Neuron,Layer1,888.5,1915.3,Layer1,42.65721978751072
A22-312CD34NEUN.svs,Neuron,Layer1,946.17,1924.9,Layer1,38.044738138144496
A22-312CD34NEUN.svs,Neuron,Layer1,881.27,1924.3,Layer1,54.161448466598415
A22-312CD34NEUN.svs,Neuron,Layer1,1367.5,1924.6,Layer1,45.98478009080823
A22-312CD34NEUN.svs,Neuron,Layer1,1302.9,1927.9,Layer1,21.503720608303993
A22-312CD34NEUN.svs,Neuron,Layer1,885.71,1932.5,Layer1,57.80778580779578
A22-312CD34NEUN.svs,Neuron,Layer1,1020.6,1938.5,Layer1,62.308265904292305
A22-312CD34NEUN.svs,Neuron,Layer1,967.31,1950.8,Layer1,28.780244960736503
A22-312CD34NEUN.svs,Neuron,Layer1,894.86,1950.7,Layer1,42.473638883429714
A22-312CD34NEUN.svs,Neuron,Layer1,999.25,1949.2,Layer1,59.71294750721993
A22-312CD34NEUN.svs,Neuron,Layer1,1202.8,1953.2,Layer1,36.34638909162785
A22-312CD34NEUN.svs,Neuron,Layer1,976.52,1954.0,Layer1,36.48796513920722
A22-312CD34NEUN.svs,Neuron,Layer1,929.54,1958.7,Layer1,12.162253080741188
A22-312CD34NEUN.svs,Neuron,Layer1,1028.7,1961.5,Layer1,58.154707462078996
A22-312CD34NEUN.svs,Neuron,Layer1,1115.2,1970.8,Layer1,42.004404530953636
A22-312CD34NEUN.svs,Neuron,Layer1,961.01,1974.3,Layer1,23.12774308055161
A22-312CD34NEUN.svs,Neuron,Layer1,986.99,1985.0,Layer1,51.10112425377753
A22-312CD34NEUN.svs,Neuron,Layer1,1009.0,1994.6,Layer1,75.09889213563677
A22-312CD34NEUN.svs,Neuron,Layer1,974.16,2036.2,Layer1,80.70049566142714
A22-312CD34NEUN.svs,Neuron,Layer1,918.33,2060.8,Layer1,43.234194799949876
A22-312CD34NEUN.svs,Neuron,Layer1,462.0,2146.9,Layer1,55.71295720027777
A22-312CD34NEUN.svs,Neuron,Layer1,1720.9,1770.0,Layer1,45.10543204537561
A22-312CD34NEUN.svs,Neuron,Layer1,1580.3,1770.4,Layer1,134.27054777575003
A22-312CD34NEUN.svs,Neuron,Layer1,1595.7,1766.1,Layer1,121.36972439616055
A22-312CD34NEUN.svs,Neuron,Layer1,2138.0,1767.0,Layer1,307.9618320506619
A22-312CD34NEUN.svs,Neuron,Layer1,1618.5,1775.7,Layer1,96.63110265333815
A22-312CD34NEUN.svs,Neuron,Layer1,2199.0,1770.3,Layer1,253.34517954758897
A22-312CD34NEUN.svs,Neuron,Layer1,2140.1,1777.7,Layer1,301.34918284276154
A22-312CD34NEUN.svs,Neuron,Layer1,1552.9,1785.3,Layer1,132.43156723379826
A22-312CD34NEUN.svs,Neuron,Layer1,1591.6,1786.6,Layer1,118.9884448171334
A22-312CD34NEUN.svs,Neuron,Layer1,2024.1,1789.5,Layer1,244.2118956971588
A22-312CD34NEUN.svs,Neuron,Layer1,1495.6,1789.2,Layer1,110.06116481302566
A22-312CD34NEUN.svs,Neuron,Layer1,2202.4,1790.8,Layer1,239.91759001790604
A22-312CD34NEUN.svs,Neuron,Layer1,1531.6,1790.1,Layer1,118.37385691105963
A22-312CD34NEUN.svs,Neuron,Layer1,2214.6,1793.9,Layer1,227.7650104822953
A22-312CD34NEUN.svs,Neuron,Layer1,1572.9,1797.4,Layer1,134.44794531713754
A22-312CD34NEUN.svs,Neuron,Layer1,1895.5,1805.2,Layer1,114.80810075948474
A22-312CD34NEUN.svs,Neuron,Layer1,2300.9,1806.1,Layer1,150.3022621253587
A22-312CD34NEUN.svs,Neuron,Layer1,1942.8,1806.0,Layer1,161.38528433534452
A22-312CD34NEUN.svs,Neuron,Layer1,2402.8,1806.6,Layer1,100.8484506574098
A22-312CD34NEUN.svs,Neuron,Layer1,2282.9,1805.9,Layer1,164.21196667721875
A22-312CD34NEUN.svs,Neuron,Layer1,1697.7,1810.3,Layer1,10.288342918079522
A22-312CD34NEUN.svs,Neuron,Layer1,1904.8,1812.0,Layer1,122.93091555829231
A22-312CD34NEUN.svs,Neuron,Layer1,2354.6,1811.8,Layer1,111.32084261269334
A22-312CD34NEUN.svs,Neuron,Layer1,1642.3,1813.9,Layer1,65.30490027555355
A22-312CD34NEUN.svs,Neuron,Layer1,2362.3,1815.7,Layer1,104.09462041815605
A22-312CD34NEUN.svs,Neuron,Layer1,1588.8,1818.4,Layer1,118.91816513888865
A22-312CD34NEUN.svs,Neuron,Layer1,2335.7,1818.0,Layer1,117.42469927574886
