Image,Class,Parent,X,Y,Layer,Nearest_Distance
A22-312CD34NEUN.svs,Neuron,Layer2,5876.9,1051.9,Layer2,31.964042297556826
A22-312CD34NEUN.svs,Neuron,Layer2,5528.6,1057.9,Layer2,55.15985859300212
A22-312CD34NEUN.svs,Neuron,Layer2,5940.7,1052.5,Layer2,26.79178978717167
A22-312CD34NEUN.svs,Neuron,Layer2,5560.8,1061.0,Layer2,34.92678055590008
A22-312CD34NEUN.svs,Neuron,Layer2,5774.2,1061.2,Layer2,81.4730016631275
A22-312CD34NEUN.svs,Neuron,Layer2,6259.2,1068.0,Layer2,55.79829746506554
A22-312CD34NEUN.svs,Neuron,Layer2,5569.5,1069.3,Layer2,25.500196077677522
A22-312CD34NEUN.svs,Neuron,Layer2,6061.4,1073.6,Layer2,37.703315504077175
A22-312CD34NEUN.svs,Neuron,Layer2,6122.2,1071.0,Layer2,38.56488039654732
A22-312CD34NEUN.svs,Neuron,Layer2,5636.8,1073.3,Layer2,70.55558092737934
A22-312CD34NEUN.svs,Neuron,Layer2,5728.6,1071.7,Layer2,90.7092608282085
A22-312CD34NEUN.svs,Neuron,Layer2,5609.6,1079.0,Layer2,43.00744121660807
A22-312CD34NEUN.svs,Neuron,Layer2,5962.6,1080.0,Layer2,27.530710125240137
A22-312CD34NEUN.svs,Neuron,Layer2,6033.5,1079.9,Layer2,11.928118040999008
A22-312CD34NEUN.svs,Neuron,Layer2,5577.0,1081.7,Layer2,15.045597362683617
A22-312CD34NEUN.svs,Neuron,Layer2,5565.7,1080.6,Layer2,14.725827650763998
A22-312CD34NEUN.svs,Neuron,Layer2,6280.2,1082.7,Layer2,55.558347707612825
A22-312CD34NEUN.svs,Neuron,Layer2,6078.0,1081.5,Layer2,31.03949097520772
A22-312CD34NEUN.svs,Neuron,Layer2,5759.0,1083.7,Layer2,67.5715916639527
A22-312CD34NEUN.svs,Neuron,Layer2,6271.0,1083.7,Layer2,55.18496171965685
A22-312CD34NEUN.svs,Neuron,Layer2,6154.9,1082.7,Layer2,21.249235280357823
A22-312CD34NEUN.svs,Neuron,Layer2,5633.7,1083.9,Layer2,65.02015072267925
A22-312CD34NEUN.svs,Neuron,Layer2,5728.4,1086.0,Layer2,76.99168786304145
A22-312CD34NEUN.svs,Neuron,Layer2,6173.0,1090.3,Layer2,20.619650821485767
A22-312CD34NEUN.svs,Neuron,Layer2,6236.5,1089.0,Layer2,38.40833242930507
A22-312CD34NEUN.svs,Neuron,Layer2,5506.2,1091.0,Layer2,30.26103104654547
A22-312CD34NEUN.svs,Neuron,Layer2,5584.3,1090.3,Layer2,15.373353570382575
A22-312CD34NEUN.svs,Neuron,Layer2,5737.9,1088.2,Layer2,72.59180394507351
A22-312CD34NEUN.svs,Neuron,Layer2,5815.9,1094.1,Layer2,38.829112789246565
A22-312CD34NEUN.svs,Neuron,Layer2,5921.0,1092.9,Layer2,20.01124683771632
A22-312CD34NEUN.svs,Neuron,Layer2,5794.4,1095.9,Layer2,43.503563072465546
A22-312CD34NEUN.svs,Neuron,Layer2,6324.7,1091.2,Layer2,60.333489870883405
A22-312CD34NEUN.svs,Neuron,Layer2,6393.4,1095.9,Layer2,35.11609317677587
A22-312CD34NEUN.svs,Neuron,Layer2,5699.8,1099.1,Layer2,79.25711324543673
A22-312CD34NEUN.svs,Neuron,Layer2,6350.9,1096.2,Layer2,64.42421904842948
A22-312CD34NEUN.svs,Neuron,Layer2,6091.4,1101.8,Layer2,6.723094525588881
A22-312CD34NEUN.svs,Neuron,Layer2,5544.8,1098.6,Layer2,25.089440009693494
A22-312CD34NEUN.svs,Neuron,Layer2,6043.8,1101.3,Layer2,26.702996086581333
A22-312CD34NEUN.svs,Neuron,Layer2,6311.1,1104.7,Layer2,41.320696993153696
A22-312CD34NEUN.svs,Neuron,Layer2,5617.6,1106.2,Layer2,49.335180145612135
A22-312CD34NEUN.svs,Neuron,Layer2,5926.7,1107.6,Layer2,22.72641634750176
A22-312CD34NEUN.svs,Neuron,Layer2,5551.0,1113.3,Layer2,26.233756879257943
A22-312CD34NEUN.svs,Neuron,Layer2,5656.7,1112.6,Layer2,88.90022497159332
A22-312CD34NEUN.svs,Neuron,Layer2,5788.2,1112.2,Layer2,28.619049599873016
A22-312CD34NEUN.svs,Neuron,Layer2,5943.9,1112.5,Layer2,14.176036117335393
A22-312CD34NEUN.svs,Neuron,Layer2,5955.4,1114.0,Layer2,19.66367208839686
A22-312CD34NEUN.svs,Neuron,Layer2,5639.3,1115.7,Layer2,72.76606351864844
A22-312CD34NEUN.svs,Neuron,Layer2,6108.6,1117.2,Layer2,16.810710871346508
A22-312CD34NEUN.svs,Neuron,Layer2,5965.1,1118.6,Layer2,26.29239433752728
A22-312CD34NEUN.svs,Neuron,Layer2,6311.3,1120.4,Layer2,30.352759347380744
A22-312CD34NEUN.svs,Neuron,Layer2,6228.1,1118.7,Layer2,12.662148316932536
A22-312CD34NEUN.svs,Neuron,Layer2,6329.2,1119.1,Layer2,46.65543912557239
A22-312CD34NEUN.svs,Neuron,Layer2,5984.1,1119.8,Layer2,44.646724403925354
A22-312CD34NEUN.svs,Neuron,Layer2,6203.0,1122.0,Layer2,24.835861168882648
A22-312CD34NEUN.svs,Neuron,Layer2,6131.0,1125.9,Layer2,34.70014409191967
A22-312CD34NEUN.svs,Neuron,Layer2,5546.9,1122.7,Layer2,35.9680413700835
A22-312CD34NEUN.svs,Neuron,Layer2,5658.8,1122.6,Layer2,93.4316862739829
A22-312CD34NEUN.svs,Neuron,Layer2,5607.6,1122.1,Layer2,46.7898493265366
A22-312CD34NEUN.svs,Neuron,Layer2,6007.7,1129.1,Layer2,58.240879114244144
A22-312CD34NEUN.svs,Neuron,Layer2,5593.2,1129.9,Layer2,42.2962173249569
A22-312CD34NEUN.svs,Neuron,Layer2,5754.6,1130.5,Layer2,29.321834867552155
A22-312CD34NEUN.svs,Neuron,Layer2,6501.8,1129.6,Layer2,95.10757067657688
A22-312CD34NEUN.svs,Neuron,Layer2,6364.8,1136.5,Layer2,26.72171401688162
